Id,Def,IDword,,,
3986,"4. Поиски, разведка (природных ресурсов, полезных ископаемых)",2613,,,
3987,"Поиск, розыск",2614,,,
3988,"1. Разыскать, найти, обнаружить. (1497)",2615,,,
3989,"2. Произвести расследование, дознание. ",2615,,,
3990,"3. Узнать, установить что",2615,,,
3991,"4. Найти, обнаружить (природные ресурсы, полезные ископаемые)",2615,,,
3992,"5. Подобрать, подыскать",2615,,,
3993,◊ Сыскати отчину (свою) – добиться возвращения исконного владения,2615,,,
3994,"1. Отыскаться; найтись, обнаружиться. ",2616,,,
3995,"2. Объявиться, появиться",2616,,,
3996,"3. Выясниться в результате расследования, судебного разбирательства и т. п",2616,,,
3997,4. Страд. к сыскати (в знач. 5),2616,,,
3998,"5. Получиться, удаться (?)",2616,,,
3999,"◊ Сыскатися межъ себя – усилиями обеих сторон произвести разбор конфликта, спорного дела. ",2616,,,
4000,"1. Разыскивать, пытаться найти. (1528)",2617,,,
4001,2. Выявлять путем расследования,2617,,,
4002,"3. Находить, обнаруживать",2617,,,
4003,"4. Искать, собирать",2617,,,
4004,"5. Проверять, устанавливать юридический статус земельных владений. ",2617,,,
4005,"6. Проводить дознание, расследование относительно чего",2617,,,
4006,"7. Разведывать, искать (природные ресурсы, полезные ископаемые)",2617,,,
4007,"8. Подбирать, подыскивать",2617,,,
4008,Пытаться найти,2618,,,
4009,"◊ Сыскиватися межъ себя – усилиями обеих сторон производить разбор конфликта, спорного дела. ",2618,,,
4010,1. Относящийся к расследованию,2619,,,
4011,"2. Подысканный, подобранный",2619,,,
4012,"◊ Сыскная грамота. а) Документ, дающий право на розыск и возвращение беглых крестьян",2619,,,
4013,Связанный с расследованием,2620,,,
4014,"b> СЪИСПОДИ&sup&1&sup&, нареч. 1.",2621,,,
4015,2. С внутренней стороны. ,2621,,,
4016,"]&sup&2&sup&, СЪИСПОДИ&sup&2&sup&, предлог с род. пад. Из",2622,,,
4017,"Внизу, снизу. ",2623,,,
4018,"Сполна, полностью. ",2624,,,
4019,"То же, что сысполна",2625,,,
4020,"1. Вода, подслащенная медом; медовый отвар. (997)",2626,,,
4021,2. Крепкий напиток (при описании реалий иных культур),2626,,,
4022,"Сытенный дворъ, сытенная полата – места, где хранились напитки и припасы для их изготовления",2627,,,
4023,Изготовлять (напиток) на основе меда или с добавлением меда. ,2629,,,
4024,"Служитель при княжеском и государевом дворе, в ведении которого находились напитки. ",2630,,,
4025,"Принадлежащий сытнику, относящийся к сытнику",2631,,,
4026,Вм. сытенный (?),2632,,,
4027,То же. что сытниковъ,2633,,,
4028,Досыта,2634,,,
4029,1. Относящийся к изготовлению и хранению напитков,2635,,,
4030,"2. В знач. сущ.Сытное, с. Помещение для хранения напитков и продуктов питания",2635,,,
4031,◊ Сытный медъ – хмельной напиток из меда,2635,,,
4032,1. Питательный, вкусный,2636,,
4033,"2. Сытная, в знач. сущ",2636,,,
4034,"Помещение, где готовят напитки. ",2637,,,
4035,"Сытно, сыто. ",2638,,,
4036,"Излишний, чрезмерный",2640,,,
4037,"1. Насыщение, сытость. ",2641,,,
4038,2. Образно и перен. Предел насыщения чем,2641,,,
4039,"3. Изобилие, избыток",2641,,,
4040,"4. Излишество; зд. о словесном излишестве, переизбытке",2641,,,
4041,5. Передача греч,2641,,,
4042,"◊ До сытости быти. а) Быть достаточным, удовлетворять. (1139)",2641,,,
4043,"], прил. Лимонный",2642,,,
4044,"1. Не испытывающий голода, сытый",2643,,,
4045,"2. Откормленный, упитанный, жирный",2643,,,
4046,3. Перен. Получивший (что-л.),2643,,,
4047,"◊ До сыта, в знач. нареч. Вволю",2643,,,
4048,"Насыщение, сытость; удовлетворение; тж. перен",2644,,,
4049,"◊ До сыти до устъ – от края до края, от одного конца до другого (ср. др",2644,,,
4050,Засыхать,2645,,,
4051,Изготовление напитков на меду или с добавлением меда. ,2647,,,
4052,"Один из четырех желудков жвачного животного, который используют для приготовления кушанья (часто ",2648,,,
